datetime,portfolio_value,cash,return
2022-01-03 09:30:00-05:00,100000.0,100000.0,
2022-01-04 09:30:00-05:00,99588.48767089844,333.8230285644531,-0.004115123291015599
2022-01-05 09:30:00-05:00,100327.0210571289,333.8230285644531,0.007415851003491847
2022-01-06 09:30:00-05:00,99386.16986083984,333.8230285644531,-0.00937784443687728
2022-01-07 09:30:00-05:00,94794.60385131836,333.8230285644531,-0.04619924498499717
2022-01-08 09:30:00-05:00,95074.5571899414,333.8230285644531,0.0029532623931014523
2022-01-10 09:30:00-05:00,95074.5571899414,333.8230285644531,0.0
2022-01-11 09:30:00-05:00,93146.83535766602,333.8230285644531,-0.020275895983655867
2022-01-12 09:30:00-05:00,95263.82392883301,333.8230285644531,0.022727434196107232
2022-01-13 09:30:00-05:00,97581.76754760742,333.8230285644531,0.0243318347214998
2022-01-14 09:30:00-05:00,97778.24644470215,333.8230285644531,0.00201347958776088
2022-01-15 09:30:00-05:00,94796.32302856445,333.8230285644531,-0.030496797851903623
2022-01-18 09:30:00-05:00,94796.32302856445,333.8230285644531,0.0
2022-01-19 09:30:00-05:00,94178.02722167969,333.8230285644531,-0.006522360647875147
2022-01-20 09:30:00-05:00,94410.57739257812,333.8230285644531,0.0024692614377135325
2022-01-21 09:30:00-05:00,94118.94622802734,333.8230285644531,-0.0030889670692100246
2022-01-22 09:30:00-05:00,91713.0625,333.8230285644531,-0.025562161758573843
2022-01-24 09:30:00-05:00,91713.0625,333.8230285644531,0.0
2022-01-25 09:30:00-05:00,86914.71301269531,333.8230285644531,-0.05231915014619304
2022-01-26 09:30:00-05:00,88569.0122833252,333.8230285644531,0.019033592970481905
2022-01-27 09:30:00-05:00,90050.8696899414,333.8230285644531,0.016731104574993605
2022-01-28 09:30:00-05:00,90578.82482910156,333.8230285644531,0.005862854417486352
2022-01-29 09:30:00-05:00,89643.82302856445,333.8230285644531,-0.010322520769078358
2022-01-31 09:30:00-05:00,89643.82302856445,333.8230285644531,0.0
2022-02-01 09:30:00-05:00,92527.84768676758,333.8230285644531,0.03217203997741325
2022-02-02 09:30:00-05:00,95026.47264099121,333.8230285644531,0.02700403193946732
2022-02-03 09:30:00-05:00,104664.04400634766,333.8230285644531,0.10141985804068576
2022-02-04 09:30:00-05:00,100151.48677062988,333.8230285644531,-0.04311468449894884
2022-02-05 09:30:00-05:00,98586.50085449219,333.8230285644531,-0.015626187554478088
2022-02-07 09:30:00-05:00,98586.50085449219,333.8230285644531,0.0
2022-02-08 09:30:00-05:00,99061.90577697754,333.8230285644531,0.0048222111380848975
2022-02-09 09:30:00-05:00,95820.81639099121,333.8230285644531,-0.03271781781871974
2022-02-10 09:30:00-05:00,97097.59901428223,333.8230285644531,0.013324689471243767
2022-02-11 09:30:00-05:00,96170.32302856445,333.8230285644531,-0.009549937332450242
2022-02-12 09:30:00-05:00,95655.07302856445,333.8230285644531,-0.005357681910322376
2022-02-14 09:30:00-05:00,95655.07302856445,333.8230285644531,0.0
2022-02-15 09:30:00-05:00,91955.91725158691,333.8230285644531,-0.03867182011217429
2022-02-16 09:30:00-05:00,94776.74118041992,333.8230285644531,0.03067582830059079
2022-02-17 09:30:00-05:00,94061.57392883301,333.8230285644531,-0.007545809685790994
2022-02-18 09:30:00-05:00,93868.86883544922,333.8230285644531,-0.002048712192819435
2022-02-19 09:30:00-05:00,91730.58972167969,333.8230285644531,-0.022779427730378887
2022-02-22 09:30:00-05:00,91730.58972167969,333.8230285644531,0.0
2022-02-23 09:30:00-05:00,89633.51844787598,333.8230285644531,-0.02286119908491213
2022-02-24 09:30:00-05:00,90384.7569732666,333.8230285644531,0.008381223212022837
2022-02-25 09:30:00-05:00,86208.82302856445,333.8230285644531,-0.046201749991287566
2022-02-26 09:30:00-05:00,92065.83976745605,333.8230285644531,0.06793987590981199
2022-02-28 09:30:00-05:00,92065.83976745605,333.8230285644531,0.0
2022-03-01 09:30:00-05:00,91900.27461242676,333.8230285644531,-0.0017983342730321095
2022-03-02 09:30:00-05:00,92721.58009338379,333.8230285644531,0.008936920857100183
2022-03-03 09:30:00-05:00,92809.6879272461,333.8230285644531,0.0009502408584234345
2022-03-04 09:30:00-05:00,93751.05278015137,333.8230285644531,0.010142958929494572
2022-03-05 09:30:00-05:00,91967.60556030273,333.8230285644531,-0.01902322338748408
2022-03-07 09:30:00-05:00,91967.60556030273,333.8230285644531,0.0
2022-03-08 09:30:00-05:00,90951.87580871582,333.8230285644531,-0.011044429670629019
2022-03-09 09:30:00-05:00,87067.91896057129,333.8230285644531,-0.042703427649068204
2022-03-10 09:30:00-05:00,90605.61883544922,333.8230285644531,0.040631496848798854
2022-03-11 09:30:00-05:00,90648.55633544922,333.8230285644531,0.0004738944510491727
2022-03-12 09:30:00-05:00,92391.47709655762,333.8230285644531,0.01922723131583748
2022-03-14 09:30:00-04:00,90037.47268676758,333.8230285644531,-0.025478588326170892
2022-03-15 09:30:00-04:00,88092.23411560059,333.8230285644531,-0.02160476647244758
2022-03-16 09:30:00-04:00,90330.82302856445,333.8230285644531,0.025411875807647588
2022-03-17 09:30:00-04:00,91925.34944152832,333.8230285644531,0.017652074447053856
2022-03-18 09:30:00-04:00,92312.13287353516,333.8230285644531,0.00420758185154213
2022-03-19 09:30:00-04:00,92312.13287353516,333.8230285644531,0.0
2022-03-21 09:30:00-04:00,94348.0580444336,333.8230285644531,0.022054795047229625
2022-03-22 09:30:00-04:00,94109.32302856445,333.8230285644531,-0.002530364914948291
2022-03-23 09:30:00-04:00,95921.97529602051,333.8230285644531,0.019261133850743573
2022-03-24 09:30:00-04:00,96014.03514099121,333.8230285644531,0.0009597367515274957
2022-03-25 09:30:00-04:00,97718.81951904297,333.8230285644531,0.017755574750591085
2022-03-26 09:30:00-04:00,97718.81951904297,333.8230285644531,0.0
2022-03-28 09:30:00-04:00,96984.07041931152,333.8230285644531,-0.007519013260165908
2022-03-29 09:30:00-04:00,98685.09147644043,333.8230285644531,0.01753917988567122
2022-03-30 09:30:00-04:00,98485.50967407227,333.8230285644531,-0.002022410876680536
2022-03-31 09:30:00-04:00,98195.94361877441,333.8230285644531,-0.0029401894375745696
2022-04-01 09:30:00-04:00,96520.68925476074,333.8230285644531,-0.01706032145805847
2022-04-02 09:30:00-04:00,96520.68925476074,333.8230285644531,0.0
2022-04-04 09:30:00-04:00,97080.25,333.8230285644531,0.005797314022098821
2022-04-05 09:30:00-04:00,98849.28338623047,333.8230285644531,0.018222381856561665
2022-04-06 09:30:00-04:00,95937.77285766602,333.8230285644531,-0.029454037791942334
2022-04-07 09:30:00-04:00,94190.38642883301,333.8230285644531,-0.01821374810759302
2022-04-08 09:30:00-04:00,93937.57302856445,333.8230285644531,-0.0026840679803301626
2022-04-09 09:30:00-04:00,93937.57302856445,333.8230285644531,0.0
2022-04-11 09:30:00-04:00,91636.11883544922,333.8230285644531,-0.024499825989920065
2022-04-12 09:30:00-04:00,91308.76232910156,333.8230285644531,-0.0035723523705264437
2022-04-13 09:30:00-04:00,88700.22534179688,333.8230285644531,-0.028568309555032756
2022-04-14 09:30:00-04:00,90090.03338623047,333.8230285644531,0.01566859654615449
2022-04-15 09:30:00-04:00,90090.03338623047,333.8230285644531,0.0
2022-04-18 09:30:00-04:00,87864.4955444336,333.8230285644531,-0.024703485592636354
2022-04-19 09:30:00-04:00,88322.7191772461,333.8230285644531,0.00521511709562783
2022-04-20 09:30:00-04:00,90525.92868041992,333.8230285644531,0.024944991772189784
2022-04-21 09:30:00-04:00,89197.27722167969,333.8230285644531,-0.014677026550378947
2022-04-22 09:30:00-04:00,86208.82302856445,333.8230285644531,-0.03350387238489472
2022-04-23 09:30:00-04:00,86208.82302856445,333.8230285644531,0.0
2022-04-25 09:30:00-04:00,82381.88730621338,333.8230285644531,-0.04439146235743241
2022-04-26 09:30:00-04:00,84663.07302856445,333.8230285644531,0.02769037948683928
2022-04-27 09:30:00-04:00,78908.0747833252,333.8230285644531,-0.06797530540023722
2022-04-28 09:30:00-04:00,80791.82656097412,333.8230285644531,0.023872737775209263
2022-04-29 09:30:00-04:00,81109.91104125977,333.8230285644531,0.003937087374124237
2022-04-30 09:30:00-04:00,81109.91104125977,333.8230285644531,0.0
2022-05-02 09:30:00-04:00,78587.58974456787,333.8230285644531,-0.03109757197747165
2022-05-03 09:30:00-04:00,80551.37760925293,333.8230285644531,0.024988523901393833
2022-05-04 09:30:00-04:00,81402.22882843018,333.8230285644531,0.010562838829456744
2022-05-05 09:30:00-04:00,82925.3045578003,333.8230285644531,0.018710491730887124
2022-05-06 09:30:00-04:00,79695.37409973145,333.8230285644531,-0.038949877546937794
2022-05-07 09:30:00-04:00,79695.37409973145,333.8230285644531,0.0
2022-05-09 09:30:00-04:00,78173.32568359375,333.8230285644531,-0.019098328269756215
2022-05-10 09:30:00-04:00,80053.64434814453,333.8230285644531,0.02405320034817704
2022-05-11 09:30:00-04:00,78452.938331604,333.8230285644531,-0.019995417192741782
2022-05-12 09:30:00-04:00,77235.23146057129,333.8230285644531,-0.015521494757605225
2022-05-13 09:30:00-04:00,79232.6795578003,333.8230285644531,0.02586187753251834
2022-05-14 09:30:00-04:00,79232.6795578003,333.8230285644531,0.0
2022-05-16 09:30:00-04:00,79602.63287353516,333.8230285644531,0.004669201114989141
